msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
"When enabled, it is possible to leave the Movie Player with exit.",,'',,'',EMPTY (SOME),
"When enabled, network trash cans are probed for cleaning.",'','',,'',EMPTY (SOME),
"When enabled, pressing '0' will zap you to the first channel in your first bouquet and delete your zap-history.",'','',,'',EMPTY (SOME),
"When enabled, the original line breaks will be removed from the teletext subtitles.",,"When enabled, the original line breaks will be removed from the teletext subtitles.",,,SOLITARY,
"When enabled, timeshift starts automatically in background after the specified time.",,'',,'',EMPTY (SOME),
"When maximum space for all logs is reached, the oldest logs will be deleted.",,'',,'',EMPTY (SOME),
"When set each folder will show the previous state used, when off the default values will be shown.",'','',,,EMPTY (SOME),
When set the PIG will return to live after a movie has stopped playing.,'','',,'',EMPTY (SOME),
When tuned to a service the system will normally scan the transponder for any changes and save them. Only set to 'yes' if you're absolutely sure of what you're doing.,,'',,'',EMPTY (SOME),
Where do you want to backup your settings?,'',Where do you want to backup your settings?,,Where do you want to backup your settings?,INCOMPLETE (SOME),
Where should the recording be saved?,'','',,'',EMPTY (SOME),
With this option set to 'yes' the channel list will always show you the list of bouquets. If set to 'no' the current bouquet will be opened.,,'',,'',EMPTY (SOME),
With this option you can hide Job Tasks from the extension screen (short blue button press).,'','',,'',EMPTY (SOME),
"Yes, backup my settings!",'',"Yes, backup my settings!",,"Yes, backup my settings!",INCOMPLETE (SOME),
"Yes, but save timeshift as movie and continue recording",'','',,'',EMPTY (SOME),
"Yes, but save timeshift as movie and stop recording",'','',,'',EMPTY (SOME),
"Yes, do a manual scan now",'',"Yes, do a manual scan now",,"Yes, do a manual scan now",INCOMPLETE (SOME),
"Yes, do an automatic scan now",'',"Yes, do an automatic scan now",,"Yes, do an automatic scan now",INCOMPLETE (SOME),
"Yes, do another manual scan now",'',"Yes, do another manual scan now",,"Yes, do another manual scan now",INCOMPLETE (SOME),
"Yes, restore the settings now",'',"Yes, restore the settings now",,"Yes, restore the settings now",INCOMPLETE (SOME),
"Yes, shut down now.",'',"Yes, shut down now.",,"Yes, shut down now.",INCOMPLETE (SOME),
You can disable Telnet Server and use ssh to login.,,'',,,SOLITARY,
You can have the list sorted by time or alphanumerical.,'','',,'',EMPTY (SOME),
"You have already sent this log, are you sure you want to resend this log:\n",'','',,,EMPTY (SOME),
You have chosen to backup your settings. Please press OK to start the backup now.,'',You have chosen to backup your settings. Please press OK to start the backup now.,,You have chosen to backup your settings. Please press OK to start the backup now.,INCOMPLETE (SOME),
You have chosen to create a new .NFI flasher bootable USB stick. This will repartition the USB stick and therefore all data on it will be erased.,'',You have chosen to create a new .NFI flasher bootable USB stick. This will repartition the USB stick and therefore all data on it will be erased.,,,INCOMPLETE (SOME),
You have chosen to restore your settings. Enigma2 will restart after restore. Please press OK to start the restore now.,'',You have chosen to restore your settings. Enigma2 will restart after restore. Please press OK to start the restore now.,,You have chosen to restore your settings. Enigma2 will restart after restore. Please press OK to start the restore now.,INCOMPLETE (SOME),
"You have chosen to save the current timeshift event, but the event has not yet finished\nWhat do you want to do ?",'','',,'',EMPTY (SOME),
"You have not setup your user info in the setup screen\nPress MENU, and enter your info, then try again",'','',,,EMPTY (SOME),
You have selected no logs to send.,'','',,,EMPTY (SOME),
"You seem to be in timeshift, Do you want to leave timeshift ?",'','',,'',EMPTY (SOME),
You system does not support ext4,'',You system does not support ext4,,,INCOMPLETE (SOME),
"Your %s %s is not connected to the internet, please check your network settings and try again.",'','',,,EMPTY (SOME),
"Your %s %s will be restarted after the installation of service\nReady to install \""%s\"" ?",,'',,,SOLITARY,
Your %s %s will be restarted after the installation of service.\n\nDo you want to install now ?,'','',,'',EMPTY (SOME),
Your %s %s will be restarted after the removal of service\nDo you want to remove now ?,'','',,'',EMPTY (SOME),
Your backup succeeded. We will now continue to explain the further upgrade process.,'',Your backup succeeded. We will now continue to explain the further upgrade process.,,Your backup succeeded. We will now continue to explain the further upgrade process.,INCOMPLETE (SOME),
Your config file is not well-formed:\n%s,'','',,,EMPTY (SOME),
Your frontprocessor firmware must be upgraded.\nPress OK to start upgrade.,'',Your frontprocessor firmware must be upgraded.\nPress OK to start upgrade.,,Your frontprocessor firmware must be upgraded.\nPress OK to start upgrade.,INCOMPLETE (SOME),
Zap + Exit,'','',,'',EMPTY (SOME),
Zap back to service before tuner setup?,'',Zap back to service before tuner setup?,,,INCOMPLETE (SOME),
Zap to channel (setup in menu),'','',,,EMPTY (SOME),
Zap to channel and close (setup in menu),'','',,,EMPTY (SOME),
Zoom In/Out TV...,'','',,'',EMPTY (SOME),
Zoom Off...,'','',,'',EMPTY (SOME),
[TimeShift] Restarting Timeshift!,'','',,'',EMPTY (SOME),
abort alternatives edit,'',abort alternatives edit,,,INCOMPLETE (SOME),
abort bouquet edit,'',abort bouquet edit,,,INCOMPLETE (SOME),
abort favourites edit,'',abort favourites edit,,,INCOMPLETE (SOME),
add alternatives,'',add alternatives,,,INCOMPLETE (SOME),
add bookmark,'',add bookmark,,add bookmark,INCOMPLETE (SOME),
add bouquet,'',add bouquet,,,INCOMPLETE (SOME),
add marker,'',add marker,,,INCOMPLETE (SOME),
add service to bouquet,'',add service to bouquet,,,INCOMPLETE (SOME),
add service to favourites,'',add service to favourites,,,INCOMPLETE (SOME),
add to parental protection,'',add to parental protection,,,INCOMPLETE (SOME),
as plugin in extended bar,'','',,'',EMPTY (SOME),
caid:,'','',,'',EMPTY (SOME),
card reader,'','',,'',EMPTY (SOME),
close share view,'','',,'',EMPTY (SOME),
complex,,complex,,,SOLITARY,
continue,'',continue,,,INCOMPLETE (SOME),
copy,'','',,'',EMPTY (SOME),
copy to bouquets,'',copy to bouquets,,,INCOMPLETE (SOME),
create directory,'',create directory,,create directory,INCOMPLETE (SOME),
currently installed image: %s,'',currently installed image: %s,,,INCOMPLETE (SOME),
decrease uphop by 1,'','',,'',EMPTY (SOME),
disable move mode,'',disable move mode,,,INCOMPLETE (SOME),
edit alternatives,'',edit alternatives,,,INCOMPLETE (SOME),
enable bouquet edit,'',enable bouquet edit,,,INCOMPLETE (SOME),
enable favourite edit,'',enable favourite edit,,,INCOMPLETE (SOME),
enable move mode,'',enable move mode,,,INCOMPLETE (SOME),
end alternatives edit,'',end alternatives edit,,,INCOMPLETE (SOME),
end bouquet edit,'',end bouquet edit,,,INCOMPLETE (SOME),
end favourites edit,'',end favourites edit,,,INCOMPLETE (SOME),
enter number to jump to channel.,'','',,,EMPTY (SOME),
equal to,'',equal to,,,INCOMPLETE (SOME),
fast,'','',,'',EMPTY (SOME),
file oscam.conf could not be found,,'',,,SOLITARY,
fine-tune your display,,fine-tune your display,,,SOLITARY,
full,'','',,'',EMPTY (SOME),
get the cards' server,'','',,'',EMPTY (SOME),
has been sent to the ViX beta team.\nplease quote,,'',,,SOLITARY,
hops:,'','',,'',EMPTY (SOME),
increase uphop by 1,'','',,'',EMPTY (SOME),
is strongly advised.,'','',,'',EMPTY (SOME),
loopthrough to,'',loopthrough to,,,INCOMPLETE (SOME),
making a backup before updating,'','',,'',EMPTY (SOME),
no or unknown card inserted,'','',,'',EMPTY (SOME),
not used,'',not used,,,INCOMPLETE (SOME),
only HD,'','',,'',EMPTY (SOME),
pid:,'','',,'',EMPTY (SOME),
play as picture in picture,'',play as picture in picture,,,INCOMPLETE (SOME),
play in mainwindow,'',play in mainwindow,,,INCOMPLETE (SOME),
remove all alternatives,'',remove all alternatives,,,INCOMPLETE (SOME),
remove all new found flags,'',remove all new found flags,,,INCOMPLETE (SOME),
remove bookmark,'',remove bookmark,,remove bookmark,INCOMPLETE (SOME),
remove directory,'',remove directory,,remove directory,INCOMPLETE (SOME),
remove entry,'',remove entry,,,INCOMPLETE (SOME),
remove from parental protection,'',remove from parental protection,,,INCOMPLETE (SOME),
remove new found flag,'',remove new found flag,,,INCOMPLETE (SOME),
remove selected satellite,'',remove selected satellite,,,INCOMPLETE (SOME),
repeat playlist,'',repeat playlist,,repeat playlist,INCOMPLETE (SOME),
save last directory on exit,'',save last directory on exit,,save last directory on exit,INCOMPLETE (SOME),
save playlist on exit,'',save playlist on exit,,save playlist on exit,INCOMPLETE (SOME),
second cable of motorized LNB,'',second cable of motorized LNB,,,INCOMPLETE (SOME),
select,'',select,,select,INCOMPLETE (SOME),
service PIN,'',service PIN,,,INCOMPLETE (SOME),
set as startup service,'',set as startup service,,,INCOMPLETE (SOME),
setup PIN,,setup PIN,,,SOLITARY,
share:,'','',,'',EMPTY (SOME),
show alternatives,'',show alternatives,,,INCOMPLETE (SOME),
show cards with uphop 0,'','',,'',EMPTY (SOME),
show cards with uphop 1,'','',,'',EMPTY (SOME),
show cards with uphop 2,'','',,'',EMPTY (SOME),
show cards with uphop 3,'','',,'',EMPTY (SOME),
show cards with uphop 4,'','',,'',EMPTY (SOME),
show cards with uphop 5,'','',,'',EMPTY (SOME),
show cards with uphop 6,'','',,'',EMPTY (SOME),
show cards with uphop 7,'','',,'',EMPTY (SOME),
show cards with uphop 8,'','',,'',EMPTY (SOME),
show cards with uphop 9,'','',,'',EMPTY (SOME),
show mediaplayer on mainmenu,'',show mediaplayer on mainmenu,,show mediaplayer on mainmenu,INCOMPLETE (SOME),
show transponder info,'',show transponder info,,,INCOMPLETE (SOME),
slow,'','',,'',EMPTY (SOME),
sorting of playlists,'',sorting of playlists,,sorting of playlists,INCOMPLETE (SOME),
special characters,,special characters,,,SOLITARY,
start directory,'',start directory,,start directory,INCOMPLETE (SOME),
stop using as startup service,'',stop using as startup service,,,INCOMPLETE (SOME),
switch to bookmarks,'',switch to bookmarks,,switch to bookmarks,INCOMPLETE (SOME),
switch to filelist,'',switch to filelist,,switch to filelist,INCOMPLETE (SOME),
tuner is not supported,,tuner is not supported,,,SOLITARY,
uShare Log,'','',,,EMPTY (SOME),
uShare Name,'','',,'',EMPTY (SOME),
uShare Port,'','',,'',EMPTY (SOME),
uShare Setup,'','',,'',EMPTY (SOME),
using:,'','',,'',EMPTY (SOME),
when asking question about this log,'','',,,EMPTY (SOME),
when asking question about this log\n\nA copy has been sent to yourself.,'','',,,EMPTY (SOME),
whitelist,,whitelist,,,SOLITARY,
with exit button,'','',,'',EMPTY (SOME),
with left/right buttons,'','',,'',EMPTY (SOME),
working,'',working,,working,INCOMPLETE (SOME),
\n\n[User - bouquets (TV)]\n,'',,,,SOLITARY,
\n  WARNING: \n  There is not enough space to install Kodi!,'',,,,SOLITARY,
\n Kodi not present. Proceed with install?,'',,,,SOLITARY,
"\n* Logs location: logs settings, Filename: Enigma2-hdmicec-[date].log",'',,,,SOLITARY,
\n<This tuner is configured automatically>,'',,,,SOLITARY,
\nBackup your running %s %s image to HDD or USB.,'',,,,SOLITARY,
\nFlash on the fly your %s %s.,'',,,,SOLITARY,
\nMaintain your multiboot device.,'',,,,SOLITARY,
\n[Installed Plugins]\n,'',,,,SOLITARY,
\n[User - bouquets (RADIO)]\n,'',,,,SOLITARY,
\noptional parameter:\n%s,'',,,,SOLITARY,
 ,'',,,,SOLITARY,
     no space left on back-up device,'',,,,SOLITARY,
     no writing permission on back-up device,'',,,,SOLITARY,
     wrong back-up destination ,'',,,,SOLITARY,
  (%s x %s),'',,,,SOLITARY,
  Menu key : Select quad channel,'',,,,SOLITARY,
  Red key : Show/Hide channel name,'',,,,SOLITARY,
 ('%s') ends successfully.,'',,,,SOLITARY,
 ('%s') ends with error number [%d].,'',,,,SOLITARY,
 - %d elements exist! Overwrite,'',,,,SOLITARY,
 - 1 element exist! Overwrite,'',,,,SOLITARY,
 - file exist! Overwrite,'',,,,SOLITARY,
 - folder exist! Overwrite,'',,,,SOLITARY,
 bootmode = %s,'',,,,SOLITARY,
 of ,'',,,,SOLITARY,
 or save additional the picture to a file,'',,,,SOLITARY,
!! Bootloader Upgrade !!,'',,,,SOLITARY,
%-I:%M,'',,,'',EMPTY (SOME),
%-I:%M%P,'',,,'',EMPTY (SOME),
%-I:%M%^p,'',,,'',EMPTY (SOME),
%-I:%M:%S,'',,,'',EMPTY (SOME),
%-I:%M:%S%P,'',,,'',EMPTY (SOME),
%-I:%M:%S%^p,'',,,'',EMPTY (SOME),
%-d %b,'',,,'',EMPTY (SOME),
%-d %b %Y,'',,,'',EMPTY (SOME),
%-d+%b_,'',,,'',EMPTY (SOME),
%-d-%B-%Y,'',,,'',EMPTY (SOME),
%-d-%b,'',,,'',EMPTY (SOME),
%-d-%b-%Y,'',,,'',EMPTY (SOME),
%-d. %B %Y,'',,,,SOLITARY,
%-d. %b,'',,,'',EMPTY (SOME),
%-d. %b %Y,'',,,,SOLITARY,
%-d.%-m,'',,,'',EMPTY (SOME),
%-d.%-m.%Y,'',,,'',EMPTY (SOME),
%-d.%m,'',,,'',EMPTY (SOME),
%-d.%m.%Y,'',,,'',EMPTY (SOME),
%-d/%-m,'',,,'',EMPTY (SOME),
%-d/%-m ,'',,,'',EMPTY (SOME),
%-d/%-m/%Y,'',,,'',EMPTY (SOME),
%-d/%m,'',,,'',EMPTY (SOME),
%-d/%m ,'',,,'',EMPTY (SOME),
%-d/%m/%Y,'',,,'',EMPTY (SOME),
%-d=%b_,'',,,'',EMPTY (SOME),
%-m/%-d,'',,,'',EMPTY (SOME),
%-m/%-d ,'',,,'',EMPTY (SOME),
%-m/%-d/%Y,'',,,'',EMPTY (SOME),
%-m/%d,'',,,'',EMPTY (SOME),
%-m/%d ,'',,,'',EMPTY (SOME),
%-m/%d/%Y,'',,,'',EMPTY (SOME),
%A %-d. %B,'',,,,SOLITARY,
%A %-d. %B %Y,'',,,,SOLITARY,
%A %-d.%-m,'',,,,SOLITARY,
%A %-d.%-m.%Y,'',,,,SOLITARY,
%A %-d.%m,'',,,,SOLITARY,
%A %-d.%m.%Y,'',,,,SOLITARY,
%A %-d/%-m,'',,,'',EMPTY (SOME),
%A %-d/%-m/%Y,'',,,'',EMPTY (SOME),
%A %-d/%m,'',,,'',EMPTY (SOME),
%A %-m/%-d,'',,,'',EMPTY (SOME),
%A %-m/%-d/%Y,'',,,'',EMPTY (SOME),
%A %-m/%d,'',,,'',EMPTY (SOME),
%A %Y/%-m/%-d,'',,,'',EMPTY (SOME),
%A %Y/%-m/%d,'',,,'',EMPTY (SOME),
%A %Y/%m/%-d,'',,,'',EMPTY (SOME),
%A %Y/%m/%d,'',,,'',EMPTY (SOME),
%A %d. %B,'',,,,SOLITARY,
%A %d. %B %Y,'',,,,SOLITARY,
%A %d.%-m,'',,,,SOLITARY,
%A %d.%-m.%Y,'',,,,SOLITARY,
%A %d.%m,'',,,,SOLITARY,
%A %d.%m.%Y,'',,,,SOLITARY,
%A %d/%-m,'',,,'',EMPTY (SOME),
%A %m/%-d,'',,,'',EMPTY (SOME),
%B-%-d-%Y,'',,,'',EMPTY (SOME),
%B-%d-%Y,'',,,'',EMPTY (SOME),
%I:%M,'',,,'',EMPTY (SOME),
%I:%M%P,'',,,'',EMPTY (SOME),
%I:%M%^p,'',,,'',EMPTY (SOME),
%I:%M:%S,'',,,'',EMPTY (SOME),
%I:%M:%S%P,'',,,'',EMPTY (SOME),
%I:%M:%S%^p,'',,,'',EMPTY (SOME),
%R,'',,,'',EMPTY (SOME),
%T,'',,,'',EMPTY (SOME),
%Y %b %-d,'',,,'',EMPTY (SOME),
%Y %b %d,'',,,'',EMPTY (SOME),
%Y-%B-%-d,'',,,'',EMPTY (SOME),
%Y-%B-%d,'',,,'',EMPTY (SOME),
%Y-%b-%-d,'',,,'',EMPTY (SOME),
%Y-%b-%d,'',,,'',EMPTY (SOME),
%Y-%m-%d,'',,,,SOLITARY,
%Y-%m-%d %H-%M,'',,,,SOLITARY,
%Y/%-m/%-d,'',,,'',EMPTY (SOME),
%Y/%-m/%d,'',,,'',EMPTY (SOME),
%Y/%m/%-d,'',,,'',EMPTY (SOME),
%Y/%m/%d,'',,,'',EMPTY (SOME),
%a,'',,,,SOLITARY,
%a %-d,'',,,'',EMPTY (SOME),
%a %-d+%b_,'',,,'',EMPTY (SOME),
%a %-d-%b,'',,,'',EMPTY (SOME),
%a %-d. %B %Y,'',,,,SOLITARY,
%a %-d. %b,'',,,,SOLITARY,
%a %-d. %b %Y,'',,,,SOLITARY,
%a %-d.%-m,'',,,,SOLITARY,
%a %-d.%-m.%Y,'',,,,SOLITARY,
%a %-d.%m,'',,,,SOLITARY,
%a %-d.%m.%Y,'',,,,SOLITARY,
%a %-m/%-d/%Y,'',,,'',EMPTY (SOME),
%a %Y-%b-%-d,'',,,'',EMPTY (SOME),
%a %Y-%b-%d,'',,,'',EMPTY (SOME),
%a %b-%-d,'',,,'',EMPTY (SOME),
%a %d. %B %Y,'',,,,SOLITARY,
%a %d. %b,'',,,,SOLITARY,
%a %d. %b %Y,'',,,,SOLITARY,
%a %d.%-m,'',,,,SOLITARY,
%a %d.%-m.%Y,'',,,,SOLITARY,
%a %d.%m,'',,,,SOLITARY,
%a %d.%m.%Y,'',,,,SOLITARY,
%b %-d,'',,,'',EMPTY (SOME),
%b %-d %Y,'',,,'',EMPTY (SOME),
%b %d,'',,,'',EMPTY (SOME),
%b %d %Y,'',,,,SOLITARY,
%b+%-d ,'',,,'',EMPTY (SOME),
%b+%d ,'',,,'',EMPTY (SOME),
%b-%-d,'',,,'',EMPTY (SOME),
%b-%-d-%Y,'',,,'',EMPTY (SOME),
%b-%d,'',,,'',EMPTY (SOME),
%b-%d-%Y,'',,,'',EMPTY (SOME),
%b=%-d ,'',,,'',EMPTY (SOME),
%b=%d ,'',,,'',EMPTY (SOME),
%d %B %Y,'',,,,SOLITARY,
%d %b,'',,,,SOLITARY,
%d %b %Y,'',,,,SOLITARY,
%d Mins,'',,,,SOLITARY,
%d+%b_,'',,,'',EMPTY (SOME),
%d-%B-%Y,'',,,'',EMPTY (SOME),
%d-%b,'',,,'',EMPTY (SOME),
%d-%b-%Y,'',,,'',EMPTY (SOME),
%d. %B %Y,'',,,,SOLITARY,
%d. %b,'',,,'',EMPTY (SOME),
%d. %b %Y,'',,,,SOLITARY,
%d.%-m,'',,,'',EMPTY (SOME),
%d.%-m.%Y,'',,,,SOLITARY,
%d.%m,'',,,,SOLITARY,
%d.%m.%Y,'',,,,SOLITARY,
%d/%-m,'',,,'',EMPTY (SOME),
%d/%-m ,'',,,'',EMPTY (SOME),
%d/%-m/%Y,'',,,'',EMPTY (SOME),
%d/%m,'',,,'',EMPTY (SOME),
%d/%m ,'',,,'',EMPTY (SOME),
%d/%m/%Y,'',,,'',EMPTY (SOME),
%d=%b_,'',,,'',EMPTY (SOME),
%m/%-d,'',,,'',EMPTY (SOME),
%m/%-d ,'',,,'',EMPTY (SOME),
%m/%-d/%Y,'',,,'',EMPTY (SOME),
%m/%d,'',,,'',EMPTY (SOME),
%m/%d ,'',,,'',EMPTY (SOME),
%m/%d/%Y,'',,,'',EMPTY (SOME),
"%s\n(%s, %d MB free)",'',,,,SOLITARY,
%s - %s (%s%d min),'',,,,SOLITARY,
%s - extraction errors.,'',,,,SOLITARY,
%s GHz,'',,,,SOLITARY,
%s MHz,'',,,,SOLITARY,
%s is password protected.,'',,,,SOLITARY,
%s successfully extracted.,'',,,,SOLITARY,
%sMode for FHD (up to 1080p),'',,,,SOLITARY,
%sMode for HD (up to 720p),'',,,,SOLITARY,
%sMode for SD (up to 576p),'',,,,SOLITARY,
%sMode for UHD (up to 2160p),'',,,,SOLITARY,
%sShow 1080i as 1080p,'',,,,SOLITARY,
'%s' not installed and no known package,'',,,,SOLITARY,
"'Buffer in hours' or 'number of last events'. For deleting older timeshift files, the condition which occurred first has priority.",'',,,,SOLITARY,
'Handle standby from TV' has a higher priority as 'Handle input from TV','',,,,SOLITARY,
(%d jobs),'',,,,SOLITARY,
(1 job),'',,,,SOLITARY,
(Attention: There will be a restart after %d crashes.),'',,,,SOLITARY,
(current image),'',,,,SOLITARY,
"(e.g. TV wakeup, but not switched to correct input)",'',,,,SOLITARY,
* current animation,'',,,,SOLITARY,
+/-,'',,,,SOLITARY,
-24h/+24 Hours,'',,,,SOLITARY,
/sec],'',,,,SOLITARY,
/usr/share/enigma2 directory,'',,,,SOLITARY,
/var directory,'',,,,SOLITARY,
0.2s,'',,,,SOLITARY,
0.3s,'',,,,SOLITARY,
0.4s,'',,,,SOLITARY,
0.5s,'',,,,SOLITARY,
0.6s,'',,,,SOLITARY,
0.7s,'',,,,SOLITARY,
0.8s,'',,,,SOLITARY,
0.9s,'',,,,SOLITARY,
1 GB,'',,,,SOLITARY,
1 min.,'',,,,SOLITARY,
1.2s,'',,,,SOLITARY,
1.5s,'',,,,SOLITARY,
1.7s,'',,,,SOLITARY,
10 min.,'',,,,SOLITARY,
1024 Mb,'',,,,SOLITARY,
1080i 50Hz,'',,,,SOLITARY,
1080i 60Hz,'',,,,SOLITARY,
1080i50,'',,,,SOLITARY,
1080i50: 24p/50i/60i,'',,,,SOLITARY,
1080p50: 24p/50p/60p,'',,,,SOLITARY,
"12, show latin-1 characters except for greek and cyrillic, switch to 8 if needed.",'',,,,SOLITARY,
128 Mb,'',,,,SOLITARY,
12bit 4:2:0/4:2:2 no PIP,'',,,,SOLITARY,
15 min.,'',,,,SOLITARY,
1536 Mb,'',,,,SOLITARY,
16_10_panscan,'',,,,SOLITARY,
16_9,'',,,,SOLITARY,
1s,'',,,,SOLITARY,
2 GB,'',,,,SOLITARY,
2.5s,'',,,,SOLITARY,
2048 Mb,'',,,,SOLITARY,
2160p 24Hz,'',,,'',EMPTY (SOME),
2160p 25Hz,'',,,'',EMPTY (SOME),
2160p 30Hz,'',,,'',EMPTY (SOME),
2160p 50Hz,'',,,'',EMPTY (SOME),
2160p 60Hz,'',,,'',EMPTY (SOME),
2160p50: 24p/50p/60p,'',,,,SOLITARY,
24+ Hours,'',,,,SOLITARY,
24- Hours,'',,,,SOLITARY,
24p/24p,'',,,,SOLITARY,
24p/25p,'',,,,SOLITARY,
24p/30p,'',,,,SOLITARY,
24p/50p,'',,,,SOLITARY,
24p/60p,'',,,,SOLITARY,
256 Mb,'',,,,SOLITARY,
25p/24p,'',,,,SOLITARY,
25p/25p,'',,,,SOLITARY,
25p/30p,'',,,,SOLITARY,
25p/50p,'',,,,SOLITARY,
25p/60p,'',,,,SOLITARY,
2nd Infobar ECM,'',,,,SOLITARY,
2nd Infobar INFO,'',,,,SOLITARY,
2nd Infobar timeout,'',,,,SOLITARY,
2nd infobar,'',,,,SOLITARY,
2s,'',,,,SOLITARY,
2x,'',,,,SOLITARY,
"2x, 4x",'',,,,SOLITARY,
"2x, 4x, 6x",'',,,,SOLITARY,
"2x, 4x, 6x, 8x",'',,,,SOLITARY,
3.5s,'',,,,SOLITARY,
30 min.,'',,,,SOLITARY,
30 minutes,'',,,,SOLITARY,
30p/24p,'',,,,SOLITARY,
30p/25p,'',,,,SOLITARY,
30p/30p,'',,,,SOLITARY,
30p/50p,'',,,,SOLITARY,
30p/60p,'',,,,SOLITARY,
32,'',,,,SOLITARY,
32 Mb,'',,,,SOLITARY,
3D Surround Speaker Position,'',,,'',EMPTY (SOME),
3s,'',,,,SOLITARY,
4 GB,'',,,,SOLITARY,
480p 24Hz,'',,,'',EMPTY (SOME),
4s,'',,,,SOLITARY,
5 min.,'',,,,SOLITARY,
5 minutes,'',,,,SOLITARY,
50p/24p,'',,,,SOLITARY,
50p/25p,'',,,,SOLITARY,
50p/30p,'',,,,SOLITARY,
50p/50p,'',,,,SOLITARY,
50p/60p,'',,,,SOLITARY,
512 Mb,'',,,,SOLITARY,
5s,'',,,,SOLITARY,
60 minutes,'',,,,SOLITARY,
60p/24p,'',,,,SOLITARY,
60p/25p,'',,,,SOLITARY,
60p/30p,'',,,,SOLITARY,
60p/50p,'',,,,SOLITARY,
60p/60p,'',,,,SOLITARY,
64,'',,,,SOLITARY,
64 Mb,'',,,,SOLITARY,
720p50,'',,,,SOLITARY,
720p50: 24p/50p/60p,'',,,,SOLITARY,
8 GB,'',,,,SOLITARY,
: ,'',,,,SOLITARY,
< Default >,'',,,,SOLITARY,
< Default with Picon >,'',,,,SOLITARY,
< User Skin >,'',,,,SOLITARY,
"A Recording, RecordTimer or PowerTimer is running or begins in 15 minutes.\nExtend sleep timer 30 minutes. Your %s %s\nwill shut down after Recording or Powertimer event. Get in Standby now?",'',,,,SOLITARY,
A crashlog was %s created in '%s','',,,,SOLITARY,
A sleep timer wants to set your %s %s to standby.\nDo that now or set extend additional minutes?,'',,,,SOLITARY,
A sleep timer wants to shut down your %s %s.\nDo that now or set extend additional minutes?,'',,,,SOLITARY,
A timer failed to record!\nAbort pseudo recordings (e.g. EPG refresh) and try again?\n,'',,,,SOLITARY,
A timer failed to record!\nAbort streaming and try again?\n,'',,,,SOLITARY,
A timer failed to record!\nDisable PIP and try again?\n,'',,,,SOLITARY,
AAC transcoding,'',,,'',EMPTY (SOME),
AC3,'',,,'',EMPTY (SOME),
AC3 plus transcoding,'',,,,SOLITARY,
AC3/Dolby offset,'',,,,SOLITARY,
AC3plus transcoding,'',,,,SOLITARY,
AFP,'',,,'',EMPTY (SOME),
AV Setup,'',,,,SOLITARY,
Aborted a pseudo recording.\n,'',,,,SOLITARY,
Aborted a streaming service.\n,'',,,,SOLITARY,
Aborting updateprogress,'',,,,SOLITARY,
Action on long powerbutton press,'',,,,SOLITARY,
Action on short powerbutton press,'',,,,SOLITARY,
Activate an way to send individual or specific internal HDMI-CEC commands from the command line. Type on command line 'echo help > %s' and then read the file '%s' for a short help.,'',,,,SOLITARY,
Activate left-hand file list as multi-select source,'',,,,SOLITARY,
Activate left-hand file list as source,'',,,,SOLITARY,
Activate right-hand file list as multi-select source,'',,,,SOLITARY,
Activate right-hand file list as source,'',,,,SOLITARY,
"Activation takes place immediately. If it does feature not work, then try again with a slower send interval.",'',,,,SOLITARY,
"Activation takes place immediately. If this feature is not supported, the volume keys has no function!",'',,,,SOLITARY,
Add New Quad Channel Entry,'',,,,SOLITARY,
Add current folder to bookmarks,'',,,,SOLITARY,
Add plugin to Extensions menu*,'',,,,SOLITARY,
Add plugin to main menu*,'',,,,SOLITARY,
Additional files/folders to backup,'',,,,SOLITARY,
Adel,'',,,,SOLITARY,
Adjust the horizontal position of the letters used for teletext.,'',,,,SOLITARY,
Adult,'',,,,SOLITARY,
"Adult Audience, Strong Violence 15+",'',,,'',EMPTY (SOME),
Advanced Options,'',,,,SOLITARY,
Adventure,'',,,,SOLITARY,
After PowerLost,'',,,,SOLITARY,
"After pressing OK, please wait!",'',,,,SOLITARY,
Allow unstable (untested) updates,'',,,,SOLITARY,
Allows you to adjust the amount of time the resolution information display on screen.,'',,,,SOLITARY,
Allows you to enable the debug log. They contain very detailed information of everything the system does.,'',,,,SOLITARY,
Allows you to enable the twisted log. They contain very detailed information of everything the twisted does. ('/tmp/twisted.log'),'',,,,SOLITARY,
Allows you to enable/disable displaying icons on the frontpanel.,'',,,,SOLITARY,
"Allows you to set the maximum size of the Debug log size (MB). When that size is reached, a new file will be created.",'',,,,SOLITARY,
Allows you to show/hide CCcam in extensions (blue button).,'',,,,SOLITARY,
Allows you to show/hide OScam in extensions (blue button).,'',,,,SOLITARY,
Almost there... ,'',,,,SOLITARY,
Always use smart1080p mode,'',,,,SOLITARY,
American Football,'',,,,SOLITARY,
"An attempt is made to capture the current TV status. If this is not possible due to incorrect or missing status messages, it may cause the receiver to respond unexpectedly.\nOn the other hand, tries to respond better to different operating conditions.",'',,,,SOLITARY,
Animation Setup,'',,,,SOLITARY,
Animation Speed,'',,,,SOLITARY,
Animations,'',,,,SOLITARY,
Anime,'',,,,SOLITARY,
Architektur,'',,,,SOLITARY,
Are you ready to run the script ?,'',,,,SOLITARY,
Are you sure to cancel all changes?,'',,,,SOLITARY,
Are you sure to purge all deleted userbouquets?,'',,,,SOLITARY,
Are you sure you want to delete the EPG data from:\n,'',,,,SOLITARY,
