msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Base time,'',Base time,,Base time,INCOMPLETE (SOME),
Basque,'',Basque,,Basque,INCOMPLETE (SOME),
Begin time,'',Begin time,,Begin time,INCOMPLETE (SOME),
Behavior of 'pause' when paused,Behaviour of the Pause button when paused,Behaviour of 'pause' when paused,,Behavior of 'pause' when paused,MISMATCH (SOME),
Behavior of 0 key in PiP-mode,Behaviour of the 0 button in PiP mode,Behaviour of 0 key in PiP-mode,,Behavior of 0 key in PiP-mode,MISMATCH (SOME),
Behavior when a movie is started,Behaviour when a movie is started,Behaviour when a movie is started,,Behavior when a movie is started,MISMATCH (SOME),
Behavior when a movie is stopped,Behaviour when a movie is stopped,Behaviour when a movie is stopped,,Behavior when a movie is stopped,MISMATCH (SOME),
Behavior when a movie reaches the end,Behaviour when a movie reaches the end,Behaviour when a movie reaches the end,,Behavior when a movie reaches the end,MISMATCH (SOME),
Bitrate:,'',Bitrate:,,Bitrate:,INCOMPLETE (SOME),
Black,,Black,,Black,UNCHANGED (SOME),
Black screen,'',Black screen,,Black screen,INCOMPLETE (SOME),
Black screen till locked,'',Black screen till locked,,Black screen till locked,INCOMPLETE (SOME),
Block noise reduction,'',Block noise reduction,,Block noise reduction,INCOMPLETE (SOME),
Blue,,Blue,,Blue,UNCHANGED (SOME),
Bookmarks,'',Bookmarks,,Bookmarks,INCOMPLETE (SOME),
Boost blue,'',Boost blue,,Boost blue,INCOMPLETE (SOME),
Boost green,'',Boost green,,Boost green,INCOMPLETE (SOME),
Bouquet List,'',Bouquet List,,Bouquet List,INCOMPLETE (SOME),
Brightness,'',Brightness,,Brightness,INCOMPLETE (SOME),
Brightness (Normal),'',Brightness (Normal),,Brightness (Normal),INCOMPLETE (SOME),
Brightness (Standby),'',Brightness (Standby),,Brightness (Standby),INCOMPLETE (SOME),
Buffers:,'',Buffers:,,Buffers:,INCOMPLETE (SOME),
Build:\t%s,,Build:\t%s,,,SOLITARY,
Build: %s,'',Build: %s,,Build: %s,INCOMPLETE (SOME),
Bulgarian,'',Bulgarian,,Bulgarian,INCOMPLETE (SOME),
Burn DVD,'',Burn DVD,,Burn DVD,INCOMPLETE (SOME),
Burn audio track (%s),,Burn audio track (%s),,Burn audio track (%s),UNCHANGED (SOME),
Burn existing image to DVD,,Burn existing image to DVD,,Burn existing image to DVD,UNCHANGED (SOME),
Burn to DVD,,Burn to DVD,,Burn to DVD,UNCHANGED (SOME),
Bus: ,'',Bus: ,,Bus: ,INCOMPLETE (SOME),
Button,'',Button,,Button,INCOMPLETE (SOME),
Button setup,,Button setup,,Button setup,UNCHANGED (SOME),
By Team ViX,,By Team ViX,,By Team ViX,UNCHANGED (SOME),
Bypass HDMI EDID Check,'',Bypass HDMI EDID Check,,Bypass HDMI EDID Check,INCOMPLETE (SOME),
Bytes received:,'',Bytes received:,,Bytes received:,INCOMPLETE (SOME),
Bytes sent:,'',Bytes sent:,,Bytes sent:,INCOMPLETE (SOME),
C-Band,'',C-Band,,C-Band,INCOMPLETE (SOME),
CAID,'',CAID,,CAID,INCOMPLETE (SOME),
CCcam Client Info,'',CCcam Client Info,,CCcam Client Info,INCOMPLETE (SOME),
CCcam Config Switcher,'',CCcam Config Switcher,,CCcam Config Switcher,INCOMPLETE (SOME),
CCcam ECM Info,'',CCcam ECM Info,,CCcam ECM Info,INCOMPLETE (SOME),
CCcam Info,'',CCcam Info,,CCcam Info,INCOMPLETE (SOME),
CCcam Info %s\nby AliAbdul %s\n\nThis plugin shows you the status of your CCcam.,'',CCcam Info %s\nby AliAbdul %s\n\nThis plugin shows you the status of your CCcam.,,CCcam Info %s\nby AliAbdul %s\n\nThis plugin shows you the status of your CCcam.,INCOMPLETE (SOME),
CCcam Info Config,'',CCcam Info Config,,CCcam Info Config,INCOMPLETE (SOME),
CCcam Info Setup,'',CCcam Info Setup,,CCcam Info Setup,INCOMPLETE (SOME),
CCcam Provider Info,'',CCcam Provider Info,,CCcam Provider Info,INCOMPLETE (SOME),
CCcam Remote Info,'',CCcam Remote Info,,CCcam Remote Info,INCOMPLETE (SOME),
CCcam Server Info,'',CCcam Server Info,,CCcam Server Info,INCOMPLETE (SOME),
CCcam Share Info,'',CCcam Share Info,,CCcam Share Info,INCOMPLETE (SOME),
CCcam Shares Info,'',CCcam Shares Info,,CCcam Shares Info,INCOMPLETE (SOME),
CCcam info,,CCcam info,,CCcam info,UNCHANGED (SOME),
CH,'',CH,,CH,INCOMPLETE (SOME),
CHANGE BOUQUET,'',CHANGE BOUQUET,,CHANGE BOUQUET,INCOMPLETE (SOME),
CI assignment,'',CI assignment,,CI assignment,INCOMPLETE (SOME),
CPU:\t%s,,CPU:\t%s,,,SOLITARY,
CVBS,'',CVBS,,CVBS,INCOMPLETE (SOME),
CaID: ,'',CaID: ,,CaID: ,INCOMPLETE (SOME),
Cable,'',Cable,,Cable,INCOMPLETE (SOME),
Cable Scan,'',Cable Scan,,Cable Scan,INCOMPLETE (SOME),
Cache thumbnails,'',Cache thumbnails,,Cache thumbnails,INCOMPLETE (SOME),
Cached:,'',Cached:,,Cached:,INCOMPLETE (SOME),
Calculate,'',Calculate,,Calculate,INCOMPLETE (SOME),
Calculate all positions,'',Calculate all positions,,Calculate all positions,INCOMPLETE (SOME),
Calculation complete,'',Calculation complete,,Calculation complete,INCOMPLETE (SOME),
Calibrate,'',Calibrate,,Calibrate,INCOMPLETE (SOME),
Can be used for different fps between external subtitles and video.,'',Can be used for different fps between external subtitles and video.,,Can be used for different fps between external subtitles and video.,INCOMPLETE (SOME),
Cancel,'',Cancel,,Cancel,INCOMPLETE (SOME),
Cancel save timeshift as movie,'',Cancel save timeshift as movie,,Cancel save timeshift as movie,INCOMPLETE (SOME),
Cannot delete file,'',Cannot delete file,,Cannot delete file,INCOMPLETE (SOME),
Cannot determine,'',Cannot determine,,Cannot determine,INCOMPLETE (SOME),
"Cannot find any signal ..., aborting !",'',"Cannot find any signal ..., aborting !",,"Cannot find any signal ..., aborting !",INCOMPLETE (SOME),
Cannot move to trash can,'',Cannot move to trash can,,,INCOMPLETE (SOME),
Capacity: ,'',Capacity: ,,Capacity: ,INCOMPLETE (SOME),
Card infos (CCcam-Reader),'',Card infos (CCcam-Reader),,Card infos (CCcam-Reader),INCOMPLETE (SOME),
Cards:,'',Cards:,,Cards:,INCOMPLETE (SOME),
Cards: ,'',Cards: ,,Cards: ,INCOMPLETE (SOME),
Cards: 0,'',Cards: 0,,Cards: 0,INCOMPLETE (SOME),
Cardserial,'',Cardserial,,Cardserial,INCOMPLETE (SOME),
Center DVB subtitles,,Center DVB subtitles,,Center DVB subtitles,UNCHANGED (SOME),
Change bouquets in quickzap,'',Change bouquets in quickzap,,Change bouquets in quickzap,INCOMPLETE (SOME),
Change next timer,'',Change next timer,,Change next timer,INCOMPLETE (SOME),
Change pin code,'',Change pin code,,,INCOMPLETE (SOME),
Change recording (duration),'',Change recording (duration),,Change recording (duration),INCOMPLETE (SOME),
Change recording (endtime),'',Change recording (endtime),,,INCOMPLETE (SOME),
Change repeat and delay settings?,'',Change repeat and delay settings?,,Change repeat and delay settings?,INCOMPLETE (SOME),
Change service PIN,,Change service PIN,,,SOLITARY,
Change service PINs,,Change service PINs,,,SOLITARY,
Change setup PIN,,Change setup PIN,,,SOLITARY,
Change step size,'',Change step size,,Change step size,INCOMPLETE (SOME),
Change timer,'',Change timer,,,INCOMPLETE (SOME),
Change to bouquet,'',Change to bouquet,,,INCOMPLETE (SOME),
Changelog,'',Changelog,,,INCOMPLETE (SOME),
Channel,'',Channel,,Channel,INCOMPLETE (SOME),
Channel +/- button mode,'',Channel +/- button mode,,,INCOMPLETE (SOME),
Channel 1 at start,,Channel 1 at start,,,SOLITARY,
Channel Info,'',Channel Info,,,INCOMPLETE (SOME),
Channel List,'',Channel List,,Channel List,INCOMPLETE (SOME),
Channel list context menu,'',Channel list context menu,,,INCOMPLETE (SOME),
Channel list cursor behavior,'',Channel list cursor behaviour,,Channel list cursor behavior,MISMATCH (SOME),
Channel list on mode change,'',Channel list on mode change,,Channel list on mode change,INCOMPLETE (SOME),
Channel list preview,'',Channel list preview,,Channel list preview,INCOMPLETE (SOME),
Channel list service mode*,'',Channel list service mode*,,Channel list service mode*,INCOMPLETE (SOME),
Channel list type,'',Channel list type,,Channel list type,INCOMPLETE (SOME),
Channel not in services list,'',Channel not in services list,,Channel not in services list,INCOMPLETE (SOME),
Channel preview mode,'',Channel preview mode,,Channel preview mode,INCOMPLETE (SOME),
Channel selection,'',Channel selection,,Channel selection,INCOMPLETE (SOME),
Channel selection settings,'',Channel selection settings,,,INCOMPLETE (SOME),
Channel:,'',Channel:,,Channel:,INCOMPLETE (SOME),
ChannelEPG settings,'',ChannelEPG settings,,,INCOMPLETE (SOME),
Chap.,'',Chap.,,Chap.,INCOMPLETE (SOME),
Chapter,'',Chapter,,Chapter,INCOMPLETE (SOME),
Chapter:,'',Chapter:,,Chapter:,INCOMPLETE (SOME),
Check,'',Check,,Check,INCOMPLETE (SOME),
Check every (hours),'',Check every (hours),,Check every (hours),INCOMPLETE (SOME),
Check the internet connection,'',Check the internet connection,,Check the internet connection,INCOMPLETE (SOME),
Check the internet connection again,'',Check the internet connection again,,Check the internet connection again,INCOMPLETE (SOME),
Checking Feeds,'',Checking Feeds,,,INCOMPLETE (SOME),
Checking Logs...,'',Checking Logs...,,Checking Logs...,INCOMPLETE (SOME),
Checking filesystem...,'',Checking filesystem...,,Checking filesystem...,INCOMPLETE (SOME),
Checking for Updates...,'',Checking for Updates...,,Checking for Updates...,INCOMPLETE (SOME),
Checking the internet connection,'',Checking the internet connection,,Checking the internet connection,INCOMPLETE (SOME),
Checking tuner %d\nDiSEqC port %s for %s,'',Checking tuner %d\nDiSEqC port %s for %s,,,INCOMPLETE (SOME),
Children/Youth,'',Children/Youth,,Children/Youth,INCOMPLETE (SOME),
Chipset:\tBCM%s,,Chipset:\tBCM%s,,,SOLITARY,
Chipset: BCM%s,'',Chipset: BCM%s,,Chipset: BCM%s,INCOMPLETE (SOME),
Choose Bouquet,'',Choose Bouquet,,Choose Bouquet,INCOMPLETE (SOME),
Choose a tag for easy finding a recording.,'',Choose a tag for easy finding a recording.,,Choose a tag for easy finding a recording.,INCOMPLETE (SOME),
"Choose between Daily, Weekly, Weekdays or user defined.",'',"Choose between Daily, Weekly, Weekdays or user defined.",,"Choose between Daily, Weekly, Weekdays or user defined.",INCOMPLETE (SOME),
Choose the location for crash and debug logs.,,Choose the location for crash and debug logs.,,,SOLITARY,
Choose the location where the EPG data will be stored when the %s %s is shut down. The location must be available at boot time.,'',Choose the location where the EPG data will be stored when the %s %s is shut down. The location must be available at boot time.,,Choose the location where the EPG data will be stored when the %s %s is shut down. The location must be available at boot time.,INCOMPLETE (SOME),
Choose the name of the file that holds the EPG data when the %s %s is shut down. This can be handy to differentiate between several boxes.,'',Choose the name of the file that holds the EPG data when the %s %s is shut down. This can be handy to differentiate between several boxes.,,Choose the name of the file that holds the EPG data when the %s %s is shut down. This can be handy to differentiate between several boxes.,INCOMPLETE (SOME),
Choose time interval to which the graphics will be rounded off.,'',Choose time interval to which the graphics will be rounded off.,,Choose time interval to which the graphics will be rounded off.,INCOMPLETE (SOME),
Choose what you want the '0' button to do when PIP is active.,,Choose what you want the '0' button to do when PIP is active.,,Choose what you want the '0' button to do when PIP is active.,UNCHANGED (SOME),
Choose whether multi channel sound tracks should be downmixed to stereo.,'',Choose whether multi channel sound tracks should be downmixed to stereo.,,,INCOMPLETE (SOME),
Choose whether or not to show an icon when a motorised dish is moving.,,Choose whether or not to show an icon when a motorised dish is moving.,,Choose whether or not to show an icon when a motorised dish is moving.,UNCHANGED (SOME),
Choose which level of menu/settings to display. 'Expert' level shows all items.,,Choose which level of menu/settings to display. 'Expert' level shows all items.,,Choose which level of menu/settings to display. 'Expert' level shows all items.,UNCHANGED (SOME),
Choose which tuner to configure.,'',Choose which tuner to configure.,,Choose which tuner to configure.,INCOMPLETE (SOME),
Chose between record and ZAP.,'',Chose between record and ZAP.,,Chose between record and ZAP.,INCOMPLETE (SOME),
Circular left,'',Circular left,,Circular left,INCOMPLETE (SOME),
Circular right,'',Circular right,,Circular right,INCOMPLETE (SOME),
Clean network trash cans,Empty the network trash,Clean network trash cans,,Clean network trash cans,MISMATCH (SOME),
Cleaning Trashes,Emptying Trashes...,Cleaning Trashes,,Cleaning Trashes,MISMATCH (SOME),
Cleanup,'',Cleanup,,Cleanup,INCOMPLETE (SOME),
Clear,'',Clear,,Clear,INCOMPLETE (SOME),
Clear before scan,'',Clear before scan,,Clear before scan,INCOMPLETE (SOME),
Clear fixed,'',Clear fixed,,Clear fixed,INCOMPLETE (SOME),
Clear log,'',Clear log,,Clear log,INCOMPLETE (SOME),
Clear playlist,'',Clear playlist,,Clear playlist,INCOMPLETE (SOME),
Clients,'',Clients,,Clients,INCOMPLETE (SOME),
Close,'',Close,,Close,INCOMPLETE (SOME),
Close PiP on exit,'',Close PiP on exit,,Close PiP on exit,INCOMPLETE (SOME),
Close bouquet list.,'',Close bouquet list.,,,INCOMPLETE (SOME),
Close dialog,'',Close dialog,,,INCOMPLETE (SOME),
Close title selection,'',Close title selection,,Close title selection,INCOMPLETE (SOME),
Code rate HP,'',Code rate HP,,Code rate HP,INCOMPLETE (SOME),
Code rate LP,'',Code rate LP,,Code rate LP,INCOMPLETE (SOME),
Coderate HP,'',Coderate HP,,,INCOMPLETE (SOME),
Coderate LP,'',Coderate LP,,,INCOMPLETE (SOME),
Collection name,'',Collection name,,Collection name,INCOMPLETE (SOME),
Collection settings,'',Collection settings,,Collection settings,INCOMPLETE (SOME),
Color format,Colour format,Colour format,,Color format,MISMATCH (SOME),
Color space,Colour space,Colour space,,Color space,MISMATCH (SOME),
Command To Run,'',Command To Run,,,INCOMPLETE (SOME),
Command order,'',Command order,,Command order,INCOMPLETE (SOME),
Command type,'',Command type,,Command type,INCOMPLETE (SOME),
Committed DiSEqC command,,Committed DiSEqC command,,,SOLITARY,
Common Interface,'',Common Interface,,Common Interface,INCOMPLETE (SOME),
Common Interface Assignment,'',Common Interface Assignment,,,INCOMPLETE (SOME),
Common Interface assignment,'',Common Interface assignment,,,INCOMPLETE (SOME),
Common interface,,Common interface,,Common interface,UNCHANGED (SOME),
Communication,'',Communication,,Communication,INCOMPLETE (SOME),
Complete,'',Complete,,Complete,INCOMPLETE (SOME),
Complex (allows mixing audio tracks and aspects),'',Complex (allows mixing audio tracks and aspects),,Complex (allows mixing audio tracks and aspects),INCOMPLETE (SOME),
Composition of the recording filenames,'',Composition of the recording filenames,,Composition of the recording filenames,INCOMPLETE (SOME),
Configfile %s saved.,'',Config file %s saved.,,Configfile %s saved.,MISMATCH (SOME),
Configuration mode,'',Configuration mode,,Configuration mode,INCOMPLETE (SOME),
Configuration mode: %s,'',Configuration mode: %s,,Configuration mode: %s,INCOMPLETE (SOME),
Configure an additional delay to improve external subtitle synchronisation.,'',Configure an additional delay to improve external subtitle synchronisation.,,Configure an additional delay to improve external subtitle synchronisation.,INCOMPLETE (SOME),
Configure an additional delay to improve subtitle synchronisation.,'',Configure an additional delay to improve subtitle synchronisation.,,Configure an additional delay to improve subtitle synchronisation.,INCOMPLETE (SOME),
