msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Trying to download a new packetlist. Please wait...,'',Trying to download a new packet list. Please wait...,,Trying to download a new packetlist. Please wait...,MISMATCH (SOME),
Tue,'',Tue,,Tue,INCOMPLETE (SOME),
Tuesday,'',Tuesday,,Tuesday,INCOMPLETE (SOME),
Tune,'',Tune,,Tune,INCOMPLETE (SOME),
Tune and focus,'',Tune and focus,,Tune and focus,INCOMPLETE (SOME),
Tune failed!,'',Tune failed!,,Tune failed!,INCOMPLETE (SOME),
Tuner,'',Tuner,,Tuner,INCOMPLETE (SOME),
Tuner :,'',Tuner :,,Tuner :,INCOMPLETE (SOME),
Tuner configuration,'',Tuner configuration,,,INCOMPLETE (SOME),
Tuner settings,'',Tuner settings,,,INCOMPLETE (SOME),
Tuner slot,'',Tuner slot,,Tuner slot,INCOMPLETE (SOME),
Tuner status,'',Tuner status,,,INCOMPLETE (SOME),
Tuner status:,,Tuner status:,,Tuner status:,UNCHANGED (SOME),
Tuner type,,Tuner type,,Tuner type,UNCHANGED (SOME),
Tuning step size,,Tuning step size,,,SOLITARY,
Turkish,'',Turkish,,Turkish,INCOMPLETE (SOME),
Two,'',Two,,Two,INCOMPLETE (SOME),
Two lines,'',Two lines,,Two lines,INCOMPLETE (SOME),
Type,'',Type,,Type,INCOMPLETE (SOME),
Type of scan,'',Type of scan,,Type of scan,INCOMPLETE (SOME),
Type: ,'',Type: ,,Type: ,INCOMPLETE (SOME),
USALS,'',USALS,,USALS,INCOMPLETE (SOME),
USALS calibration,'',USALS calibration,,,INCOMPLETE (SOME),
USB stick wizard,'',USB stick wizard,,,INCOMPLETE (SOME),
Unattended upgrade without GUI and reboot system,'',Unattended upgrade without GUI and reboot system,,,INCOMPLETE (SOME),
Uncommitted DiSEqC command,,Uncommitted DiSEqC command,,,SOLITARY,
Undetermined,'',Undetermined,,Undetermined,INCOMPLETE (SOME),
Undo install,'',Undo install,,Undo install,INCOMPLETE (SOME),
Undo uninstall,'',Undo uninstall,,Undo uninstall,INCOMPLETE (SOME),
Unencrypted,'',Unencrypted,,Unencrypted,INCOMPLETE (SOME),
Unicable,,Unicable,,,SOLITARY,
Unicable LNB,'',Unicable LNB,,,INCOMPLETE (SOME),
Unicable Matrix,'',Unicable Matrix,,,INCOMPLETE (SOME),
Uninstall,'',Uninstall,,Uninstall,INCOMPLETE (SOME),
Universal LNB,'',Universal LNB,,Universal LNB,INCOMPLETE (SOME),
Unknown,'',Unknown,,Unknown,INCOMPLETE (SOME),
Unmount,'',Unmount,,,INCOMPLETE (SOME),
Unsupported,'',Unsupported,,Unsupported,INCOMPLETE (SOME),
Update,'',Update,,Update,INCOMPLETE (SOME),
Update channel list only,'',Update channel list only,,Update channel list only,INCOMPLETE (SOME),
Update failed. Your %s %s does not have a working internet connection.,'',Update failed. Your %s %s does not have a working internet connection.,,Update failed. Your %s %s does not have a working internet connection.,INCOMPLETE (SOME),
Update interval (in seconds),'',Update interval (in seconds),,Update interval (in seconds),INCOMPLETE (SOME),
Updatefeed not available.,'',Update feed not available.,,Updatefeed not available.,MISMATCH (SOME),
Updating software catalog,Updating software catalogue,Updating software catalogue,,Updating software catalog,MISMATCH (SOME),
Upgrade and reboot system,'',Upgrade and reboot system,,Upgrade and reboot system,INCOMPLETE (SOME),
Upgrade finished.,'',Upgrade finished.,,Upgrade finished.,INCOMPLETE (SOME),
Upgrade in progress\nPlease wait until your %s %s reboots\nThis may take a few minutes,'',Upgrade in progress\nPlease wait until your %s %s reboots\nThis may take a few minutes,,Upgrade in progress\nPlease wait until your %s %s reboots\nThis may take a few minutes,INCOMPLETE (SOME),
Upgrading,'',Upgrading,,Upgrading,INCOMPLETE (SOME),
Uphops +,'',Uphops +,,Uphops +,INCOMPLETE (SOME),
Uphops -,'',Uphops -,,Uphops -,INCOMPLETE (SOME),
Uphops: ,'',Uphops: ,,Uphops: ,INCOMPLETE (SOME),
Uptime,'',Uptime,,Uptime,INCOMPLETE (SOME),
Use,'',Use,,Use,INCOMPLETE (SOME),
Use DHCP,'',Use DHCP,,Use DHCP,INCOMPLETE (SOME),
Use EIT EPG information when it is available.,'',Use EIT EPG information when it is available.,,Use EIT EPG information when it is available.,INCOMPLETE (SOME),
Use FreeSat EPG information when it is available.,'',Use FreeSat EPG information when it is available.,,Use FreeSat EPG information when it is available.,INCOMPLETE (SOME),
Use MHW EPG information when it is available.,'',Use MHW EPG information when it is available.,,Use MHW EPG information when it is available.,INCOMPLETE (SOME),
Use Netmed EPG information when it is available.,'',Use Netmed EPG information when it is available.,,Use Netmed EPG information when it is available.,INCOMPLETE (SOME),
Use TV remote control,'',Use TV remote control,,Use TV remote control,INCOMPLETE (SOME),
Use USALS for this sat,'',Use USALS for this sat,,Use USALS for this sat,INCOMPLETE (SOME),
Use ViX colored Buttons*,,Use ViX coloured Buttons*,,,SOLITARY,
Use ViaSat EPG information when it is available.,'',Use ViaSat EPG information when it is available.,,Use ViaSat EPG information when it is available.,INCOMPLETE (SOME),
Use WOL,,Use WOL,,,SOLITARY,
Use a gateway,'',Use a gateway,,Use a gateway,INCOMPLETE (SOME),
Use fastscan channel names,'',Use fastscan channel names,,Use fastscan channel names,INCOMPLETE (SOME),
Use fastscan channel numbering,'',Use fastscan channel numbering,,Use fastscan channel numbering,INCOMPLETE (SOME),
Use frequency or channel,'',Use frequency or channel,,Use frequency or channel,INCOMPLETE (SOME),
Use individual settings for each directory,'',Use individual settings for each directory,,Use individual settings for each directory,INCOMPLETE (SOME),
Use interface,'',Use interface,,Use interface,INCOMPLETE (SOME),
Use official channel numbering,'',Use official channel numbering,,Use official channel numbering,INCOMPLETE (SOME),
Use original DVB subtitle position,'',Use original DVB subtitle position,,Use original DVB subtitle position,INCOMPLETE (SOME),
Use original teletext position,'',Use original teletext position,,Use original teletext position,INCOMPLETE (SOME),
Use power measurement,'',Use power measurement,,Use power measurement,INCOMPLETE (SOME),
Use slim screen,'',Use slim screen,,Use slim screen,INCOMPLETE (SOME),
"Use the Left/Right buttons on your remote to adjust the size of the user interface. Left button decreases the size, Right increases the size.",'',"Use the Left/Right buttons on your remote to adjust the size of the user interface. Left button decreases the size, Right increases the size.",,,INCOMPLETE (SOME),
Use the Left/Right buttons on your remote to move the user interface up/down,'',Use the Left/Right buttons on your remote to move the user interface up/down,,,INCOMPLETE (SOME),
Use the Left/Right buttons on your remote to move the user inyterface left/right,,Use the Left/Right buttons on your remote to move the user inyterface left/right,,,SOLITARY,
Use the alternative or the conventional radio mode.,'',Use the alternative or the conventional radio mode.,,Use the alternative or the conventional radio mode.,INCOMPLETE (SOME),
Use the alternative screen,'',Use the alternative screen,,Use the alternative screen,INCOMPLETE (SOME),
Use the network wizard to configure selected network adapter,'',Use the network wizard to configure selected network adapter,,Use the network wizard to configure selected network adapter,INCOMPLETE (SOME),
Use the network wizard to configure your Network\n,'',Use the network wizard to configure your Network\n,,Use the network wizard to configure your Network\n,INCOMPLETE (SOME),
"Use the up/down keys on your remote control to select an option. After that, press OK.",'',"Use the up/down keys on your remote control to select an option. After that, press OK.",,"Use the up/down keys on your remote control to select an option. After that, press OK.",INCOMPLETE (SOME),
Use the wizard to set up basic features,'',Use the wizard to set up basic features,,Use the wizard to set up basic features,INCOMPLETE (SOME),
Use these input device settings?,'',Use these input device settings?,,Use these input device settings?,INCOMPLETE (SOME),
Use these settings?,'',Use these settings?,,Use these settings?,INCOMPLETE (SOME),
Use this video enhancement settings?,'',Use this video enhancement settings?,,Use this video enhancement settings?,INCOMPLETE (SOME),
Use timeshift seekbar while timeshifting?,'',Use timeshift seekbar while timeshifting?,,Use timeshift seekbar while timeshifting?,INCOMPLETE (SOME),
Use trash can in movielist,Use trash in movie list,Use trash can in movielist,,,MISMATCH (SOME),
Used service scan type,'',Used service scan type,,Used service scan type,INCOMPLETE (SOME),
Used:,'',Used:,,Used:,INCOMPLETE (SOME),
User - bouquets,'',User - bouquets,,User - bouquets,INCOMPLETE (SOME),
User defined,'',User defined,,User defined,INCOMPLETE (SOME),
User defined transponder,'',User defined transponder,,User defined transponder,INCOMPLETE (SOME),
User interface,,User interface,,User interface,UNCHANGED (SOME),
User interface visibility,'',User interface visibility,,User interface visibility,INCOMPLETE (SOME),
Username,'',Username,,Username,INCOMPLETE (SOME),
Username (httpuser),'',Username (httpuser),,Username (httpuser),INCOMPLETE (SOME),
Username:,'',Username:,,Username:,INCOMPLETE (SOME),
Using LNB %d,'',Using LNB %d,,Using LNB %d,INCOMPLETE (SOME),
Using fixed address,'',Using fixed address,,Using fixed address,INCOMPLETE (SOME),
Using old profile: ,'',Using old profile: ,,Using old profile: ,INCOMPLETE (SOME),
Using tuner %s,'',Using tuner %s,,Using tuner %s,INCOMPLETE (SOME),
"Usually when the subtitle language is the same as the audio language, the subtitles will not be used. Enable this option to allow these subtitles to be used.",'',"Usually when the subtitle language is the same as the audio language, the subtitles will not be used. Enable this option to allow these subtitles to be used.",,"Usually when the subtitle language is the same as the audio language, the subtitles will not be used. Enable this option to allow these subtitles to be used.",INCOMPLETE (SOME),
VCR scart,'',VCR scart,,VCR scart,INCOMPLETE (SOME),
VMGM (intro trailer),'',VMGM (intro trailer),,VMGM (intro trailer),INCOMPLETE (SOME),
Version:\t%s,,Version:\t%s,,,SOLITARY,
Version: ,'',Version: ,,Version: ,INCOMPLETE (SOME),
Version: %s,'',Version: %s,,Version: %s,INCOMPLETE (SOME),
Vertical,'',Vertical,,Vertical,INCOMPLETE (SOME),
Vertical turning speed,'',Vertical turning speed,,Vertical turning speed,INCOMPLETE (SOME),
ViX EPG,'',ViX EPG,,ViX EPG,INCOMPLETE (SOME),
Video Enhancement Settings,,Video Enhancement Settings,,,SOLITARY,
Video PID,'',Video PID,,Video PID,INCOMPLETE (SOME),
Video content: %ix%i%s %iHz,'',Video content: %ix%i%s %iHz,,Video content: %ix%i%s %iHz,INCOMPLETE (SOME),
Video enhancement preview,'',Video enhancement preview,,Video enhancement preview,INCOMPLETE (SOME),
Video enhancement setup,'',Video enhancement setup,,Video enhancement setup,INCOMPLETE (SOME),
Video fine tuning,,Video fine tuning,,,SOLITARY,
Video fine-tuning,,Video fine-tuning,,,SOLITARY,
Video input selection\n\nPlease press OK if you can see this page on your TV (or select a different input port).\n\nThe next input port will be automatically probed in 20 seconds.,,Video input selection\n\nPlease press OK if you can see this page on your TV (or select a different input port).\n\nThe next input port will be automatically probed in 20 seconds.,,,SOLITARY,
Video mode selection.,'',Video mode selection.,,Video mode selection.,INCOMPLETE (SOME),
Video mode: %s,'',Video mode: %s,,Video mode: %s,INCOMPLETE (SOME),
Video output,'',Video output,,Video output,INCOMPLETE (SOME),
Video setup,,Video setup,,,SOLITARY,
Video wizard,,Video wizard,,,SOLITARY,
Video: %s fps,'',Video: %s fps,,Video: %s fps,INCOMPLETE (SOME),
Videocodec,'',Video codec,,,INCOMPLETE (SOME),
Videoformat,'',Video format,,,INCOMPLETE (SOME),
Videosize,'',Video size,,,INCOMPLETE (SOME),
View,'',View,,View,INCOMPLETE (SOME),
View Movies...,,View Movies...,,View Movies...,UNCHANGED (SOME),
View Rass interactive...,'',View Rass interactive...,,View Rass interactive...,INCOMPLETE (SOME),
View Video CD...,,View Video CD...,,View Video CD...,UNCHANGED (SOME),
View details,'',View details,,View details,INCOMPLETE (SOME),
View list of available ,'',View list of available ,,View list of available ,INCOMPLETE (SOME),
View list of available CommonInterface extensions,'',View list of available CommonInterface extensions,,View list of available CommonInterface extensions,INCOMPLETE (SOME),
View list of available EPG extensions.,'',View list of available EPG extensions.,,View list of available EPG extensions.,INCOMPLETE (SOME),
View list of available Satellite equipment extensions.,'',View list of available Satellite equipment extensions.,,View list of available Satellite equipment extensions.,INCOMPLETE (SOME),
View list of available communication extensions.,'',View list of available communication extensions.,,View list of available communication extensions.,INCOMPLETE (SOME),
View list of available default settings,'',View list of available default settings,,View list of available default settings,INCOMPLETE (SOME),
View list of available display and userinterface extensions.,'',View list of available display and userinterface extensions.,,View list of available display and userinterface extensions.,INCOMPLETE (SOME),
View list of available multimedia extensions.,'',View list of available multimedia extensions.,,View list of available multimedia extensions.,INCOMPLETE (SOME),
View list of available networking extensions,'',View list of available networking extensions,,View list of available networking extensions,INCOMPLETE (SOME),
View list of available recording extensions,'',View list of available recording extensions,,View list of available recording extensions,INCOMPLETE (SOME),
View list of available skins,'',View list of available skins,,View list of available skins,INCOMPLETE (SOME),
View list of available software extensions,'',View list of available software extensions,,View list of available software extensions,INCOMPLETE (SOME),
View list of available system extensions,'',View list of available system extensions,,View list of available system extensions,INCOMPLETE (SOME),
View mode,'',View mode,,View mode,INCOMPLETE (SOME),
View photos...,'',View photos…,,View photos...,MISMATCH (SOME),
View teletext...,'',View teletext...,,View teletext...,INCOMPLETE (SOME),
View the changes,'',View the changes,,View the changes,INCOMPLETE (SOME),
View video CD...,'',View video CD...,,View video CD...,INCOMPLETE (SOME),
Virtuosso Image Xtreme,,Virtuosso Image Xtreme,,Virtuosso Image Xtreme,UNCHANGED (SOME),
Vix forum user name,,Vix forum user name,,Vix forum user name,UNCHANGED (SOME),
Voltage mode,'',Voltage mode,,Voltage mode,INCOMPLETE (SOME),
W,'',W,,W,INCOMPLETE (SOME),
WARNING: feeds may be unstable.,,WARNING: feeds may be unstable.,,WARNING: feeds may be unstable.,UNCHANGED (SOME),
WEP,'',WEP,,WEP,INCOMPLETE (SOME),
WLAN connection,'',WLAN connection,,WLAN connection,INCOMPLETE (SOME),
WPA,'',WPA,,WPA,INCOMPLETE (SOME),
WPA or WPA2,'',WPA or WPA2,,WPA or WPA2,INCOMPLETE (SOME),
WPA2,'',WPA2,,WPA2,INCOMPLETE (SOME),
WSS on 4:3,'',WSS on 4:3,,WSS on 4:3,INCOMPLETE (SOME),
Wait please while scanning for devices...,'',Wait please while scanning for devices...,,,INCOMPLETE (SOME),
Waiting,'',Waiting,,Waiting,INCOMPLETE (SOME),
Waiting for mount,'',Waiting for mount,,,INCOMPLETE (SOME),
Waiting for partition,'',Waiting for partition,,,INCOMPLETE (SOME),
Wake Up,'',Wake Up,,Wake Up,INCOMPLETE (SOME),
Wake Up To Standby,'',Wake Up To Standby,,Wake Up To Standby,INCOMPLETE (SOME),
Wakeup,'',Wakeup,,Wakeup,INCOMPLETE (SOME),
Wakeup TV from standby,'',Wakeup TV from standby,,Wakeup TV from standby,INCOMPLETE (SOME),
Wakeup signal from TV,,Wakeup signal from TV,,Wakeup signal from TV,UNCHANGED (SOME),
Wakeup your %s %s from standby,,Wakeup your %s %s from standby,,Wakeup your %s %s from standby,UNCHANGED (SOME),
Warning: no LNB; using factory defaults.,'',Warning: no LNB; using factory defaults.,,Warning: no LNB; using factory defaults.,INCOMPLETE (SOME),
Watch movies...,'',Watch movies...,,Watch movies...,INCOMPLETE (SOME),
Watch recordings...,'',Watch recordings...,,Watch recordings...,INCOMPLETE (SOME),
Web Interface,'',Web Interface,,Web Interface,INCOMPLETE (SOME),
Wed,'',Wed,,Wed,INCOMPLETE (SOME),
Wednesday,'',Wednesday,,Wednesday,INCOMPLETE (SOME),
Weekday,'',Weekday,,Weekday,INCOMPLETE (SOME),
Weekly,'',Weekly,,Weekly,INCOMPLETE (SOME),
Weighted position,'',Weighted position,,Weighted position,INCOMPLETE (SOME),
"Welcome to the cutlist editor.\n\nSeek to the start of the stuff you want to cut away. Press OK, select 'start cut'.\n\nThen seek to the end, press OK, select 'end cut'. That's it.",'',"Welcome to the cutlist editor.\n\nSeek to the start of the stuff you want to cut away. Press OK, select 'start cut'.\n\nThen seek to the end, press OK, select 'end cut'. That's it.",,"Welcome to the cutlist editor.\n\nSeek to the start of the stuff you want to cut away. Press OK, select 'start cut'.\n\nThen seek to the end, press OK, select 'end cut'. That's it.",INCOMPLETE (SOME),
Welcome to the image upgrade wizard. The wizard will assist you in upgrading the firmware of your %s %s by providing a backup facility for your current settings and a short explanation of how to upgrade your firmware.,'',Welcome to the image upgrade wizard. The wizard will assist you in upgrading the firmware of your %s %s by providing a backup facility for your current settings and a short explanation of how to upgrade your firmware.,,Welcome to the image upgrade wizard. The wizard will assist you in upgrading the firmware of your %s %s by providing a backup facility for your current settings and a short explanation of how to upgrade your firmware.,INCOMPLETE (SOME),
"Welcome.\n\nIf you want to connect your %s %s to the Internet, this wizard will guide you through the basic network setup of your %s %s.\n\nPress OK to start configuring your network",'',"Welcome.\n\nIf you want to connect your %s %s to the Internet, this wizard will guide you through the basic network setup of your %s %s.\n\nPress OK to start configuring your network",,"Welcome.\n\nIf you want to connect your %s %s to the Internet, this wizard will guide you through the basic network setup of your %s %s.\n\nPress OK to start configuring your network",INCOMPLETE (SOME),
Welcome.\n\nThis start wizard will guide you through the basic setup of your %s %s.\nPress the OK button on your remote control to move to the next step.,'',Welcome.\n\nThis start wizard will guide you through the basic setup of your %s %s.\nPress the OK button on your remote control to move to the next step.,,Welcome.\n\nThis start wizard will guide you through the basic setup of your %s %s.\nPress the OK button on your remote control to move to the next step.,INCOMPLETE (SOME),
West,'',West,,West,INCOMPLETE (SOME),
West limit set,'',West limit set,,West limit set,INCOMPLETE (SOME),
What Day of week ?,'',What Day of week ?,,,INCOMPLETE (SOME),
"What action is required on completion of the timer? 'Auto' lets the box return to the state it had when the timer started. 'Do nothing', 'Go to standby' and 'Go to deep standby' do ecaxtly that.",,"What action is required on completion of the timer? 'Auto' lets the box return to the state it had when the timer started. 'Do nothing', 'Go to standby' and 'Go to deep standby' do ecaxtly that.",,,SOLITARY,
What date of month ?,,Which date of month?,,What date of month ?,MISMATCH (SOME),
What do you want to scan?,'',What do you want to scan?,,What do you want to scan?,INCOMPLETE (SOME),
When enabled the online checker will also check for experimental versions,'',When enabled the online checker will also check for experimental versions,,When enabled the online checker will also check for experimental versions,INCOMPLETE (SOME),
"When enabled, AIT data will be included in http streams. This allows a client receiver to use HbbTV.",'',"When enabled, AIT data will be included in http streams. This allows a client receiver to use HbbTV.",,"When enabled, AIT data will be included in http streams. This allows a client receiver to use HbbTV.",INCOMPLETE (SOME),
"When enabled, EIT data will be included in http streams. This allows a client receiver to show EPG.",'',"When enabled, EIT data will be included in http streams. This allows a client receiver to show EPG.",,"When enabled, EIT data will be included in http streams. This allows a client receiver to show EPG.",INCOMPLETE (SOME),
"When enabled, a popup message will be shown when a movie has finished and the next one will start.",'',"When enabled, a popup message will be shown when a movie has finished and the next one will start.",,"When enabled, a popup message will be shown when a movie has finished and the next one will start.",INCOMPLETE (SOME),
"When enabled, a popup message will be shown when a recording starts.",'',"When enabled, a popup message will be shown when a recording starts.",,"When enabled, a popup message will be shown when a recording starts.",INCOMPLETE (SOME),
"When enabled, a recording is allowed to interrupt live TV, when there are no free tuners.",,"When enabled, a recording is allowed to interrupt live TV, when there are no free tuners.",,"When enabled, a recording is allowed to interrupt live TV, when there are no free tuners.",UNCHANGED (SOME),
"When enabled, a warning will be displayed and the user will get an option to stop or to continue the timeshift.",'',"When enabled, a warning will be displayed and the user will get an option to stop or to continue the timeshift.",,"When enabled, a warning will be displayed and the user will get an option to stop or to continue the timeshift.",INCOMPLETE (SOME),
"When enabled, channel numbering will start at '1' for every bouquet.",,"When enabled, channel numbering will start at '1' for every bouquet.",,"When enabled, channel numbering will start at '1' for every bouquet.",UNCHANGED (SOME),
"When enabled, content with an aspect ratio of 4:3 will be stretched to fit the screen.",'',"When enabled, content with an aspect ratio of 4:3 will be stretched to fit the screen.",,"When enabled, content with an aspect ratio of 4:3 will be stretched to fit the screen.",INCOMPLETE (SOME),
"When enabled, continue to the next bouquet when the last channel of the current bouquet is reached.",,"When enabled, continue to the next bouquet when the last channel of the current bouquet is reached.",,"When enabled, continue to the next bouquet when the last channel of the current bouquet is reached.",UNCHANGED (SOME),
"When enabled, deleted recordings are moved to the trash can, instead of being deleted immediately.",Choose whether deleted recordings should be moved to the trash instead of being deleted immediately.,"When enabled, deleted recordings are moved to the trash can, instead of being permanently deleted.",,"When enabled, deleted recordings are moved to the trash can, instead of being deleted immediately.",MISMATCH (SOME),
"When enabled, external subtitles will always be turned on for movie playback.",,"When enabled, external subtitles will always be turned on for movie playback.",,"When enabled, external subtitles will always be turned on for movie playback.",UNCHANGED (SOME),
"When enabled, graphical DVB subtitles are preferred over teletext subtitles, when both types are available.",'',"When enabled, graphical DVB subtitles are preferred over teletext subtitles, when both types are available.",,"When enabled, graphical DVB subtitles are preferred over teletext subtitles, when both types are available.",INCOMPLETE (SOME),
"When enabled, graphical DVB subtitles will be centered horizontally.",,"When enabled, graphical DVB subtitles will be centred horizontally.",,,SOLITARY,
"When enabled, graphical DVB subtitles will be displayed at their original position.",'',"When enabled, graphical DVB subtitles will be displayed at their original position.",,"When enabled, graphical DVB subtitles will be displayed at their original position.",INCOMPLETE (SOME),
"When enabled, graphical DVB subtitles will be displayed in yellow, instead of the original color.","When enabled, DVB subtitles will be displayed in yellow instead of their original colour.","When enabled, graphical DVB subtitles will be displayed in yellow, instead of the original colour.",,"When enabled, graphical DVB subtitles will be displayed in yellow, instead of the original color.",MISMATCH (SOME),
"When enabled, it is possible to leave the Movie Player with exit.",,"When enabled, it is possible to leave the Movie Player with exit.",,"When enabled, it is possible to leave the Movie Player with exit.",UNCHANGED (SOME),
"When enabled, measure power consumption to detect when the rotor stops turning (when supported by the tuner).",'',"When enabled, measure power consumption to detect when the rotor stops turning (when supported by the tuner).",,"When enabled, measure power consumption to detect when the rotor stops turning (when supported by the tuner).",INCOMPLETE (SOME),
"When enabled, network trash cans are probed for cleaning.",Choose whether the network trash should be checked for cleaning.,"When enabled, network trash cans are probed for cleaning.",,"When enabled, network trash cans are probed for cleaning.",MISMATCH (SOME),
"When enabled, pressing '0' will zap you to the first channel in your first bouquet and delete your zap-history.",'',"When enabled, pressing '0' will zap you to the first channel in your first bouquet and delete your zap-history.",,"When enabled, pressing '0' will zap you to the first channel in your first bouquet and delete your zap-history.",INCOMPLETE (SOME),
"When enabled, show channel numbers in the channel selection screen.",'',"When enabled, show channel numbers in the channel selection screen.",,"When enabled, show channel numbers in the channel selection screen.",INCOMPLETE (SOME),
"When enabled, subtitles for the hearing impaired can be used.",'',"When enabled, subtitles for the hearing impaired can be used.",,"When enabled, subtitles for the hearing impaired can be used.",INCOMPLETE (SOME),
"When enabled, subtitles for the hearing impaired will be preferred over normal subtitles, when both types are available.",'',"When enabled, subtitles for the hearing impaired will be preferred over normal subtitles, when both types are available.",,"When enabled, subtitles for the hearing impaired will be preferred over normal subtitles, when both types are available.",INCOMPLETE (SOME),
"When enabled, teletext pages will be cached, allowing faster access.",'',"When enabled, teletext pages will be cached, allowing faster access.",,"When enabled, teletext pages will be cached, allowing faster access.",INCOMPLETE (SOME),
"When enabled, teletext subtitles will be displayed at their original position.",'',"When enabled, teletext subtitles will be displayed at their original position.",,"When enabled, teletext subtitles will be displayed at their original position.",INCOMPLETE (SOME),
"When enabled, the PiP can be closed by the EXIT button.",,"When enabled, the PiP can be closed by the EXIT button.",,"When enabled, the PiP can be closed by the EXIT button.",UNCHANGED (SOME),
"When enabled, the VCR scart option will be shown in the main menu",,"When enabled, the VCR scart option will be shown on the main menu",,"When enabled, the VCR scart option will be shown in the main menu",MISMATCH (SOME),
"When enabled, the length of each recording will be shown in the movielist (this might cause some additional loading time).",'',"When enabled, the length of each recording will be shown in the movielist (this might cause some additional loading time).",,"When enabled, the length of each recording will be shown in the movielist (this might cause some additional loading time).",INCOMPLETE (SOME),
"When enabled, the original line breaks will be removed from the teletext subtitles.",,"When enabled, the original line breaks will be removed from the teletext subtitles.",,,SOLITARY,
"When enabled, the receiver will automatically use the audio track which you selected before.",'',"When enabled, the receiver will automatically use the audio track which you selected before.",,"When enabled, the receiver will automatically use the audio track which you selected before.",INCOMPLETE (SOME),
"When enabled, the receiver will automatically use the subtitles which you selected before.",'',"When enabled, the receiver will automatically use the subtitles which you selected before.",,"When enabled, the receiver will automatically use the subtitles which you selected before.",INCOMPLETE (SOME),
"When enabled, the receiver will select an AC3 track (when available).",'',"When enabled, the receiver will select an AC3 track (when available).",,"When enabled, the receiver will select an AC3 track (when available).",INCOMPLETE (SOME),
"When enabled, timeshift starts automatically in background after the specified time.",,"When enabled, timeshift starts automatically in background after the specified time.",,"When enabled, timeshift starts automatically in background after the specified time.",UNCHANGED (SOME),
"When enabled, use DHCP for the IP configuration.",'',"When enabled, use DHCP for the IP configuration.",,"When enabled, use DHCP for the IP configuration.",INCOMPLETE (SOME),
"When enabled, your receiver will detect activity on the VCR SCART input.",'',"When enabled, your receiver will detect activity on the VCR SCART input.",,"When enabled, your receiver will detect activity on the VCR SCART input.",INCOMPLETE (SOME),
"When maximum space for all logs is reached, the oldest logs will be deleted.",,"When maximum space for all logs is reached, the oldest logs will be deleted.",,"When maximum space for all logs is reached, the oldest logs will be deleted.",UNCHANGED (SOME),
"When nonzero, a recording will start earlier than the starting time indicated by the EPG.",'',"When nonzero, a recording will start earlier than the starting time indicated by the EPG.",,"When nonzero, a recording will start earlier than the starting time indicated by the EPG.",INCOMPLETE (SOME),
"When nonzero, a recording will stop later than the ending time indicated by the EPG.",'',"When nonzero, a recording will stop later than the ending time indicated by the EPG.",,"When nonzero, a recording will stop later than the ending time indicated by the EPG.",INCOMPLETE (SOME),
"When set each folder will show the previous state used, when off the default values will be shown.",'',"When set each folder will show the previous state used, when off the default values will be shown.",,,INCOMPLETE (SOME),
When set the PIG will return to live after a movie has stopped playing.,'',When set the PIG will return to live after a movie has stopped playing.,,When set the PIG will return to live after a movie has stopped playing.,INCOMPLETE (SOME),
"When the content has an aspect ratio of 16:9, choose whether to scale/stretch the picture.",'',"When the content has an aspect ratio of 16:9, choose whether to scale/stretch the picture.",,"When the content has an aspect ratio of 16:9, choose whether to scale/stretch the picture.",INCOMPLETE (SOME),
"When the content has an aspect ratio of 4:3, choose whether to scale/stretch the picture.",'',"When the content has an aspect ratio of 4:3, choose whether to scale/stretch the picture.",,"When the content has an aspect ratio of 4:3, choose whether to scale/stretch the picture.",INCOMPLETE (SOME),
When tuned to a service the system will normally scan the transponder for any changes and save them. Only set to 'yes' if you're absolutely sure of what you're doing.,,When tuned to a service the system will normally scan the transponder for any changes and save them. Only set to 'yes' if you're absolutely sure of what you're doing.,,When tuned to a service the system will normally scan the transponder for any changes and save them. Only set to 'yes' if you're absolutely sure of what you're doing.,UNCHANGED (SOME),
"When you do a factory reset, you will lose ALL your configuration data\n(including bouquets, services, satellite data ...)\nAfter completion of factory reset, your %s %s will restart automatically!\n\nReally do a factory reset?",'',"When you do a factory reset, you will lose ALL your configuration data\n(including bouquets, services, satellite data ...)\nAfter completion of factory reset, your %s %s will restart automatically!\n\nReally do a factory reset?",,,INCOMPLETE (SOME),
Where do you want to backup your settings?,'',Where do you want to backup your settings?,,Where do you want to backup your settings?,INCOMPLETE (SOME),
Where should the recording be saved?,'',Where should the recording be saved?,,Where should the recording be saved?,INCOMPLETE (SOME),
Where to save temporary timeshift recordings?,'',Where to save temporary timeshift recordings?,,Where to save temporary timeshift recordings?,INCOMPLETE (SOME),
Which event do you want to save permanently?,'',Which event do you want to save permanently?,,Which event do you want to save permanently?,INCOMPLETE (SOME),
White,,White,,White,UNCHANGED (SOME),
Width,'',Width,,Width,INCOMPLETE (SOME),
Wireless LAN,'',Wireless LAN,,Wireless LAN,INCOMPLETE (SOME),
Wireless network,'',Wireless network,,Wireless network,INCOMPLETE (SOME),
Wireless network configuration...,'',Wireless network configuration…,,Wireless network configuration...,MISMATCH (SOME),
Wireless network connection setup,'',Wireless network connection setup,,Wireless network connection setup,INCOMPLETE (SOME),
Wireless network connection setup.,'',Wireless network connection setup.,,Wireless network connection setup.,INCOMPLETE (SOME),
Wireless network state,'',Wireless network state,,Wireless network state,INCOMPLETE (SOME),
